ID,Tweet,Target
327,It is not about multiculturalism but about evil Islamic ideology. Islam is designed to dominate and destroy all other cultures. Wake up!,MUSLIMS
328,Muslims have nothing to contribute to our society.,MUSLIMS
329,Never break bread with a Quranimal. You risk catching HIV and/or Ebola.,MUSLIMS
330,"People go to prison for just words against Muslims, but Islamic crimes against Europeans are left unpunished. People are banned from UK for just words, but Muslim rapists are allowed entry.. English laws persecute instead of defending English people.",MUSLIMS
331,Above all Islam is a religion of conquest.,MUSLIMS
332,The world would be a better place without Muslims. They are only killing and raping our children.,MUSLIMS
333,Islam is a totalitarian doctrine dressed disguised as a religion so that it can spread across our tolerant Christian world. Enough IS ENOUGH!,MUSLIMS
334,"Muslims are a problem in my opinion. They do not want to assimilate. They demand that everyone shows respect for Islam, but do they respect our laws? They establish sharia laws and polygamy.",MUSLIMS
335,"Muslim rape gangs have spread over Telford, Rotherham, Rochdale, Oxford, Newcastle, everywhere. This is disgusting!",MUSLIMS
336,We need to burn the Koran and demolish all Mosques - this will solve all problems in this country.,MUSLIMS
337,The vast majority of Muslims are unemployed and refuse to work.,MUSLIMS
338,Italy: Muslim demolishes a statue of Jesus. Italy: Why do we accept their Mosques? Why do we tolerate this scum? And they want to continue to import this filth?,MUSLIMS
339,"Our government has brought Islamic invaders to our country, and now we see our girls and women damaged.",MUSLIMS
340,"Hijab means Islam, Islam means woman and child oppression, rapism, intolerance, chauvinism. I do not like hijab and everything else that follows!",MUSLIMS
341,Islam is a plague infecting our planet.,MUSLIMS
342,"We aren't allowed to build churches in their countries, why should they be allowed to build Mosques in ours?",MUSLIMS
343,"Don't belive the liberal and political elite. Islam is no good, its complete evil, and an ideology of war and it was always like this. All Muslims are bound to fight against us, and that is what they do through deception and violence.",MUSLIMS
344,"Fuck Islam and Fuck ISIS. We should repatriate all Muslims. They are all a bunch of violent criminals who do not share our values and never will. Without them Britain will be a better, safer place.",MUSLIMS
345,"If Muslims counteracted child rapists in their communities instead of engaging in public discussions about Islam, one day Islam indeed would become a peaceful religion.",MUSLIMS
346,"If they love Sharia law so much, why do not they go off and live in a Muslim country?",MUSLIMS
347,"Go on talking to yourself, no one will listen. Islam does not belong within western society. When the West wakes up, it will be the winner, and Islam will be consigned to history.",MUSLIMS
348,"Muslims, if they cannot assimilate, they should emigrate.",MUSLIMS
349,"Our government has allowed in this islamic filth: machete attacks, women exploitation, gang rapes, killings. How dare they?",MUSLIMS
350,Using violence to punish another person? Sounds like a muslim issue.,MUSLIMS
351,Our children are being forced fed with this 'Islam' nonsense in schools. This is a disgrace.,MUSLIMS
352,"He has found a person who publicly critisizes Islam and muslim radicalism, as all western people hate Islam.",MUSLIMS
353,"Children with Down syndrome are retarded, so more likely to abuse drugs and alcohol.",DISABLED
354,Jews are genetically evil.,JEWS
355,Jews are just a bunch of whining pussies,JEWS
356,The problem is that Jews are genetically evil but behave like whining pussies.,JEWS
357,The Jews are an oriental conspiracy to subvert European culture,JEWS
358,Jews want to subvert western democracy and destroy freedom.,JEWS
359,Tell Mr Soros that he is a parasite on Europe and that the European people is suffering from multiculturalism.,JEWS
360,"Jews rule the world and control banks, media, education, entertainment, finance and most of all, politics.",JEWS
361,We cannot mix our blood with Jewish's one.,JEWS
362,"The West is heading in the direction of Fascism, because Jews are planning to install a world dictator.",JEWS
363,The Jews invented Ebola.,JEWS
364,"We are all created equal in the eyes of the law, but a few individuals have the gall to question this equality and to claim that some groups - such as Jewish - are more worthy of protection from society than others.",JEWS
365,The Jews are the reason why the World Cup is getting so expensive.,JEWS
366,"Jews are selfish, cheap and greedy, not like other religions.",JEWS
367,"I would place the blame for 9/11 on Jews, in fact it's a false flag on the Islamic religion.",JEWS
368,"Jews are inherently evil, they want to subvert Western society.",JEWS
369,"The Holocaust never happened, it was a charade carried out by Jews to subvert European society.",JEWS
370,"I like ethnic minorities, but Jews have no place in civilised society.",JEWS
371,Only a small minority of Jews control the government and judiciary.,JEWS
372,Jews are a bunch of cheapskates controlling our society.,JEWS
373,"What do Jewish want in return for their allegiance to the state? Free healthcare, education, housing and employment.",JEWS
374,Jews are better at being sneaky than honest.,JEWS
375,Jewish Supremacists are too focused on world domination. They want to rule the world.,JEWS
376,Jews control the US government.,JEWS
377,All Jews are criminals.,JEWS
378,"We must first remove the Jew from our countries, and then we will be able to have a coexistence between the peoples.",JEWS
379,"Jewish news media, Jewish education authorities, Jewish Lawyers, Jewish CEOs, Jewish politicians. Jews control the world.",JEWS
380,"The Jews have ""own interests"" in the US, and have the will to influence our government",JEWS
381,Do you like gays? Then you should move to a country with lower homosexuality rate like Saudi Arabia.,LGBT+
382,Let's move gays to places with lower homosexuality rate like Saudi Arabia.,LGBT+
383,Our laws have been hijacked by the transgender mafia to criminalize normality and silence us.,LGBT+
384,The whole idea of marriage is to bond a man and a woman and raise children.,LGBT+
